"Team","Att","Cmp","Cmp %","Yds/Att","Pass Yds","TD","INT","Rate","1st","1st%","20+","40+","Lng","Sck","SckY","Year"
"Bills",503,253,50.3,7.3,3661,25,20,74.3,0,0,0,0,"67T",16,146,1981
"Broncos",485,289,59.6,8.2,3992,27,21,86.6,0,0,0,0,"95T",61,461,1981
"Browns",624,348,55.8,7,4339,21,27,70.7,0,0,0,0,"62",40,353,1981
"Buccaneers",473,239,50.5,7.5,3565,20,14,77.4,0,0,0,0,"84T",19,136,1981
"Cardinals",477,253,53,6.9,3269,15,24,64.4,0,0,0,0,"75",48,405,1981
"Chargers",629,368,58.5,7.7,4873,34,18,89.2,0,0,0,0,"67T",19,134,1981
"Chiefs",410,224,54.6,7.1,2917,12,22,64.7,0,0,0,0,"64T",37,277,1981
"Colts",479,265,55.3,7.1,3379,21,23,72.2,0,0,0,0,"67T",37,321,1981
"Cowboys",439,241,54.9,7.8,3414,24,15,84.2,0,0,0,0,"73T",31,245,1981
"Dolphins",498,271,54.4,6.8,3385,18,21,70.2,0,0,0,0,"69T",30,236,1981
"Eagles",476,258,54.2,6.8,3249,25,22,73.9,0,0,0,0,"85T",22,205,1981
"Falcons",563,311,55.2,7.1,3986,30,24,77.6,0,0,0,0,"70T",37,287,1981
"Giants",506,251,49.6,5.9,3009,16,20,62.3,0,0,0,0,"80",47,368,1981
"Jets",507,283,55.8,6.5,3279,26,14,81.1,0,0,0,0,"49",30,224,1981
"Lions",436,228,52.3,8,3475,18,23,70.7,0,0,0,0,"94T",44,337,1981
"Oilers",441,258,58.5,7.1,3119,21,23,74.4,0,0,0,0,"71T",40,342,1981
"Packers",514,286,55.6,7,3576,24,24,73.5,0,0,0,0,"75T",52,387,1981
"Patriots",482,254,52.7,8.1,3904,17,34,62.1,0,0,0,0,"76T",45,321,1981
"Raiders",545,267,49,6.2,3356,18,28,58.2,0,0,0,0,"66T",53,437,1981
"Rams",477,235,49.3,6.3,3008,15,32,51.9,0,0,0,0,"67T",50,451,1981
"Redskins",525,307,58.5,7.1,3743,19,22,75.1,0,0,0,0,"79T",30,277,1981
"Saints",441,238,54,6.3,2778,8,27,53.8,0,0,0,0,"55",41,359,1981
"Seahawks",524,307,58.6,7.1,3727,21,15,82,0,0,0,0,"80T",37,300,1981
"Steelers",461,247,53.6,7.5,3457,25,19,78.9,0,0,0,0,"90T",27,231,1981
"Vikings",709,382,53.9,6.4,4567,27,29,69.5,0,0,0,0,"63",29,234,1981
"49ers",528,339,64.2,7.6,4021,27,12,94.9,0,0,0,0,"77T",33,224,1983
"Bears",447,255,57,7.7,3461,21,22,77,0,0,0,0,"87T",53,358,1983
"Bengals",454,290,63.9,7.7,3492,14,18,81.1,0,0,0,0,"80T",40,309,1983
"Bills",571,317,55.5,6,3438,30,28,70.5,0,0,0,0,"43T",37,351,1983
"Broncos",499,254,50.9,6.9,3466,17,22,66.4,0,0,0,0,"78T",55,439,1983
"Browns",567,324,57.1,6.9,3932,27,28,73.9,0,0,0,0,"66T",33,271,1983
"Buccaneers",528,300,56.8,6.6,3490,18,24,69.4,0,0,0,0,"80",49,366,1983
"Cardinals",460,267,58,7.2,3309,29,21,82.4,0,0,0,0,"71T",59,441,1983
"Chargers",635,369,58.1,7.7,4891,27,33,75.1,0,0,0,0,"59T",28,230,1983
"Chiefs",641,369,57.6,7.3,4684,29,19,83.2,0,0,0,0,"53",46,343,1983
"Colts",377,188,49.9,7.1,2663,12,22,59.4,0,0,0,0,"72T",47,340,1983
"Cowboys",554,346,62.5,7.5,4156,31,25,85.2,0,0,0,0,"80T",37,314,1983
"Dolphins",442,254,57.5,7.3,3235,28,11,91.2,0,0,0,0,"85T",23,190,1983
"Eagles",486,252,51.9,7.3,3532,22,18,75.2,0,0,0,0,"83T",57,415,1983
"Falcons",507,321,63.3,7.5,3793,24,10,93.6,0,0,0,0,"76T",55,389,1983
"Giants",575,284,49.4,6.7,3854,12,31,55.7,0,0,0,0,"62",49,363,1983
"Jets",559,330,59,6.7,3742,21,28,70.8,0,0,0,0,"64T",43,317,1983
"Lions",503,263,52.3,6.6,3297,19,23,66.5,0,0,0,0,"80T",45,342,1983
"Oilers",482,260,53.9,6.8,3286,16,29,61.4,0,0,0,0,"66",49,384,1983
"Packers",526,311,59.1,8.9,4688,33,32,84.1,0,0,0,0,"75T",42,323,1983
"Patriots",412,220,53.4,7.4,3040,16,18,72.1,0,0,0,0,"76T",45,334,1983
"Raiders",504,301,59.7,7.8,3910,31,24,84.8,0,0,0,0,"99T",55,464,1983
"Rams",489,286,58.5,7,3411,23,23,76,0,0,0,0,"61T",23,190,1983
"Redskins",463,278,60,8.1,3765,29,11,97,0,0,0,0,"84",35,251,1983
"Saints",425,243,57.2,6.5,2782,14,25,63.5,0,0,0,0,"48",35,305,1983
"Seahawks",449,251,55.9,7.4,3316,25,18,81.3,0,0,0,0,"50T",47,343,1983
"Steelers",409,211,51.6,6.7,2754,15,23,61.9,0,0,0,0,"52",52,350,1983
"Vikings",555,310,55.9,6.3,3514,15,22,67.5,0,0,0,0,"68",43,303,1983
"49ers",496,312,62.9,8.2,4079,32,10,101.9,0,0,0,0,"80T",27,178,1984
"Bears",390,226,57.9,6.9,2695,14,15,75.1,0,0,0,0,"61T",36,232,1984
"Bengals",496,306,61.7,7.4,3659,17,22,77.2,0,0,0,0,"80T",45,358,1984
"Bills",588,298,50.7,5.5,3252,18,30,56.3,0,0,0,0,"70T",60,554,1984
"Broncos",475,263,55.4,6.6,3116,22,17,76.1,0,0,0,0,"73",35,257,1984
"Browns",495,273,55.2,7.1,3490,14,23,67.5,0,0,0,0,"64",55,358,1984
"Buccaneers",563,334,59.3,6.9,3907,22,23,76.4,0,0,0,0,"74T",45,362,1984
"Cardinals",566,347,61.3,8.2,4634,28,16,92,0,0,0,0,"83T",49,377,1984
"Chargers",662,401,60.6,7.4,4928,25,21,82.9,0,0,0,0,"88T",36,285,1984
"Chiefs",593,305,51.4,6.5,3869,21,22,68.5,0,0,0,0,"65T",33,301,1984
"Colts",411,206,50.1,6.2,2543,13,22,57.9,0,0,0,0,"74T",58,436,1984
"Cowboys",604,322,53.3,6.6,3995,19,26,66.6,0,0,0,0,"68T",48,389,1984
"Dolphins",572,367,64.2,9,5146,49,18,108.5,0,0,0,0,"80T",14,128,1984
"Eagles",606,331,54.6,6.3,3823,19,17,72.6,0,0,0,0,"90T",60,463,1984
"Falcons",478,294,61.5,7.4,3546,14,20,76.6,0,0,0,0,"61",67,496,1984
"Giants",535,288,53.8,7.6,4066,22,18,78.3,0,0,0,0,"65T",55,434,1984
"Jets",488,272,55.7,6.8,3341,20,21,72.8,0,0,0,0,"49",52,382,1984
"Lions",531,298,56.1,7.1,3787,19,22,73.2,0,0,0,0,"77T",61,486,1984
"Oilers",487,282,57.9,7.4,3610,14,15,78,0,0,0,0,"76",49,382,1984
"Packers",506,281,55.5,7.4,3740,30,30,74.2,0,0,0,0,"79T",42,310,1984
"Patriots",500,292,58.4,7.4,3685,26,14,87.1,0,0,0,0,"76T",66,454,1984
"Raiders",491,266,54.2,7.6,3718,21,28,69.3,0,0,0,0,"92",54,360,1984
"Rams",358,176,49.2,6.7,2382,16,17,65.9,0,0,0,0,"68",32,240,1984
"Redskins",485,286,59,7,3417,24,13,85.9,0,0,0,0,"80T",48,341,1984
"Saints",476,246,51.7,6.7,3198,21,28,63.3,0,0,0,0,"74",45,361,1984
"Seahawks",497,283,56.9,7.5,3751,32,26,80.6,0,0,0,0,"80T",42,328,1984
"Steelers",443,240,54.2,7.9,3519,25,25,75.6,0,0,0,0,"80T",35,278,1984
"Vikings",533,281,52.7,6.3,3337,18,25,63.8,0,0,0,0,"70T",64,465,1984
"49ers",550,331,60.2,7.2,3987,28,14,88.8,0,0,0,0,"73",42,299,1985
"Bears",432,237,54.9,7.6,3303,17,16,77.3,0,0,0,0,"70T",43,227,1985
"Bengals",518,302,58.3,7.9,4082,31,13,93,0,0,0,0,"71",41,365,1985
"Bills",517,263,50.9,6.4,3331,9,31,52.1,0,0,0,0,"60T",42,347,1985
"Broncos",617,329,53.3,6.4,3952,23,23,70.1,0,0,0,0,"65T",38,307,1985
"Browns",414,222,53.6,7,2885,17,13,76.4,0,0,0,0,"72T",36,249,1985
"Buccaneers",508,269,53,6.7,3423,22,26,67.4,0,0,0,0,"59",40,301,1985
"Cardinals",534,296,55.4,6.7,3581,19,18,74,0,0,0,0,"47",65,469,1985
"Chargers",632,386,61.1,8.2,5175,37,30,86.8,0,0,0,0,"75T",39,305,1985
"Chiefs",511,267,52.3,7.3,3726,23,23,72.3,0,0,0,0,"84T",43,335,1985
"Colts",468,235,50.2,6,2811,15,20,61.8,0,0,0,0,"80T",35,244,1985
"Cowboys",587,344,58.6,7.2,4236,27,25,78.6,0,0,0,0,"58T",44,375,1985
"Dolphins",576,343,59.5,7.4,4278,31,21,85.4,0,0,0,0,"73",19,164,1985
"Eagles",567,290,51.1,7.1,4036,19,28,65,0,0,0,0,"99T",55,450,1985
"Falcons",462,254,55,6.5,3025,13,20,66.5,0,0,0,0,"62T",69,531,1985
"Giants",497,275,55.3,7.7,3829,22,20,78.3,0,0,0,0,"70T",52,396,1985
"Jets",497,303,61,8,3983,25,8,96.3,0,0,0,0,"96T",62,399,1985
"Lions",462,254,55,7.2,3316,19,21,72.6,0,0,0,0,"56",53,378,1985
"Oilers",512,277,54.1,6.9,3523,18,22,69.7,0,0,0,0,"80T",58,441,1985
"Packers",513,267,52,6.9,3552,21,27,66,0,0,0,0,"63",50,389,1985
"Patriots",457,255,55.8,7.6,3483,20,22,74.9,0,0,0,0,"90T",39,315,1985
"Raiders",506,269,53.2,6.9,3481,20,24,68.5,0,0,0,0,"59",43,335,1985
"Rams",403,234,58.1,7.1,2872,16,14,78.9,0,0,0,0,"64T",57,409,1985
"Redskins",512,280,54.7,6.3,3243,13,21,65.4,0,0,0,0,"55",52,428,1985
"Saints",508,260,51.2,6.4,3257,20,23,65.7,0,0,0,0,"76T",58,461,1985
"Seahawks",575,304,52.9,6.6,3820,28,23,73.4,0,0,0,0,"54",53,457,1985
"Steelers",512,254,49.6,6.6,3397,23,27,64.1,0,0,0,0,"69",33,224,1985
"Vikings",576,311,54,6.8,3931,22,29,67.3,0,0,0,0,"57T",45,296,1985
"49ers",582,353,60.7,7.4,4299,21,20,81.1,0,0,0,0,"66T",26,203,1986
"Bears",415,208,50.1,7,2912,12,25,57.6,0,0,0,0,"85",24,153,1986
"Bengals",497,287,57.7,8.4,4160,25,20,85.1,0,0,0,0,"57",28,203,1986
"Bills",499,294,58.9,7.4,3697,22,19,80.9,0,0,0,0,"84T",45,334,1986
"Broncos",549,306,55.7,6.9,3811,22,16,78.7,0,0,0,0,"53",38,273,1986
"Browns",538,315,58.6,7.5,4018,18,11,84.6,0,0,0,0,"72T",39,274,1986
"Buccaneers",459,245,53.4,6.3,2892,13,25,59.6,0,0,0,0,"46",56,394,1986
"Cardinals",516,293,56.8,6.1,3140,17,19,70.4,0,0,0,0,"48T",59,424,1986
"Chargers",604,339,56.1,6.7,4045,21,33,65.6,0,0,0,0,"65T",32,265,1986
"Chiefs",521,257,49.3,6,3122,23,18,68.5,0,0,0,0,"70T",50,372,1986
"Colts",586,300,51.2,6.2,3615,16,24,62.5,0,0,0,0,"84T",53,406,1986
"Cowboys",547,319,58.3,7.3,4003,21,24,75.7,0,0,0,0,"84T",60,498,1986
"Dolphins",645,392,60.8,7.6,4898,46,23,93.3,0,0,0,0,"85T",17,119,1986
"Eagles",514,268,52.1,6.3,3248,19,17,70.4,0,0,0,0,"75T",104,708,1986
"Falcons",452,246,54.4,6.7,3046,14,17,70.2,0,0,0,0,"65",56,464,1986
"Giants",472,260,55.1,7.4,3500,22,22,75,0,0,0,0,"49",46,367,1986
"Jets",537,334,62.2,7.5,4032,27,21,85.7,0,0,0,0,"83T",45,386,1986
"Lions",500,286,57.2,6.2,3107,18,20,71,0,0,0,0,"73",39,323,1986
"Oilers",551,288,52.3,7,3843,14,31,59.7,0,0,0,0,"81T",48,394,1986
"Packers",565,305,54,6.6,3708,18,27,65.1,0,0,0,0,"62",37,261,1986
"Patriots",557,340,61,7.8,4321,29,13,92.9,0,0,0,0,"69T",47,367,1986
"Raiders",530,281,53,7.5,3973,27,25,74.8,0,0,0,0,"81T",64,464,1986
"Rams",403,194,48.1,5.9,2380,15,15,63.7,0,0,0,0,"65T",27,184,1986
"Redskins",542,276,50.9,7.6,4109,22,22,72.7,0,0,0,0,"71T",28,240,1986
"Saints",425,232,54.6,6.8,2893,13,25,61.6,0,0,0,0,"84",27,225,1986
"Seahawks",453,268,59.2,7.6,3424,24,14,87.7,0,0,0,0,"72T",39,315,1986
"Steelers",491,238,48.5,5.6,2747,16,20,59.7,0,0,0,0,"58",20,159,1986
"Vikings",519,290,55.9,8.1,4185,31,15,90.1,0,0,0,0,"76T",44,272,1986
"49ers",501,322,64.3,7.9,3955,44,14,106.2,0,0,0,0,"57T",29,205,1987
"Bears",493,272,55.2,6.9,3420,23,24,72.2,0,0,0,0,"59T",48,330,1987
"Bengals",475,255,53.7,7.3,3468,17,20,71.6,0,0,0,0,"61T",32,255,1987
"Bills",516,292,56.6,6.3,3246,21,19,73.7,0,0,0,0,"47",37,345,1987
"Broncos",530,285,53.8,7.3,3874,24,19,77.5,0,0,0,0,"72T",30,220,1987
"Browns",482,291,60.4,7.5,3625,27,12,92,0,0,0,0,"54T",29,170,1987
"Buccaneers",517,264,51.1,6.5,3377,22,17,72.3,0,0,0,0,"64T",43,361,1987
"Cardinals",529,305,57.7,7.3,3850,25,15,84.4,0,0,0,0,"57",54,397,1987
"Chargers",516,303,58.7,7,3602,13,23,69.9,0,0,0,0,"67",39,322,1987
"Chiefs",432,236,54.6,6.9,2985,17,17,73.1,0,0,0,0,"81T",48,366,1987
"Colts",447,255,57,6.8,3042,16,16,75,0,0,0,0,"72T",24,190,1987
"Cowboys",500,288,57.6,7.2,3594,19,20,76,0,0,0,0,"77T",52,403,1987
"Dolphins",584,338,57.9,6.8,3977,29,20,81,0,0,0,0,"59T",13,101,1987
"Eagles",520,283,54.4,6.8,3561,26,16,79.8,0,0,0,0,"70T",72,511,1987
"Falcons",501,247,49.3,6.2,3108,17,32,53.7,0,0,0,0,"57",46,340,1987
"Giants",499,265,53.1,7.3,3645,26,22,75.8,0,0,0,0,"63T",61,443,1987
"Jets",517,302,58.4,6.6,3402,18,15,77.7,0,0,0,0,"59",66,443,1987
"Lions",509,275,54,6.2,3150,16,26,62.1,0,0,0,0,"53T",26,194,1987
"Oilers",482,240,49.8,7.3,3534,24,23,70.8,0,0,0,0,"83T",30,234,1987
"Packers",455,234,51.4,6.5,2977,15,17,67.6,0,0,0,0,"70T",45,296,1987
"Patriots",440,236,53.6,6.7,2929,22,18,74.1,0,0,0,0,"45",33,246,1987
"Raiders",457,247,54,7.5,3429,19,18,75.8,0,0,0,0,"49",53,359,1987
"Rams",420,220,52.4,6.5,2750,16,18,67.9,0,0,0,0,"81T",25,196,1987
"Redskins",478,247,51.7,7.8,3718,27,18,80.7,0,0,0,0,"88T",27,223,1987
"Saints",411,227,55.2,7.3,2987,23,12,84.9,0,0,0,0,"82T",29,213,1987
"Seahawks",405,237,58.5,7.5,3028,31,21,85.9,0,0,0,0,"75T",36,316,1987
"Steelers",429,198,46.2,5.7,2464,13,25,50.3,0,0,0,0,"63",27,198,1987
"Vikings",446,232,52,7.1,3185,21,23,69.4,0,0,0,0,"73T",52,359,1987
"49ers",502,293,58.4,7.3,3675,21,14,83.5,0,0,0,0,"96T",47,298,1988
"Bears",461,248,53.8,6.9,3173,13,15,71.4,0,0,0,0,"76T",24,175,1988
"Bengals",392,225,57.4,9.2,3592,28,14,97,0,0,0,0,"86T",30,245,1988
"Bills",454,271,59.7,7.5,3411,15,17,78.5,0,0,0,0,"66T",30,229,1988
"Broncos",581,324,55.8,6.8,3941,24,22,74.8,0,0,0,0,"86",32,250,1988
"Browns",537,313,58.3,6.9,3686,19,17,77.9,0,0,0,0,"77T",36,250,1988
"Buccaneers",512,253,49.4,7,3608,16,36,53.7,0,0,0,0,"59T",34,300,1988
"Cardinals",562,322,57.3,7.5,4191,26,19,82.2,0,0,0,0,"93T",60,411,1988
"Chargers",468,241,51.5,5.6,2628,11,20,58.4,0,0,0,0,"59",31,240,1988
"Chiefs",528,282,53.4,6.6,3484,16,21,67.6,0,0,0,0,"80T",43,353,1988
"Colts",403,222,55.1,7.1,2865,15,22,67.3,0,0,0,0,"58",34,244,1988
"Cowboys",555,307,55.3,6.7,3727,21,27,68.5,0,0,0,0,"61T",35,239,1988
"Dolphins",621,363,58.5,7.3,4557,29,23,81.5,0,0,0,0,"80T",7,41,1988
"Eagles",581,309,53.2,6.8,3927,25,17,76.7,0,0,0,0,"80T",57,442,1988
"Falcons",481,250,52,6.1,2914,13,19,63.2,0,0,0,0,"68T",43,348,1988
"Giants",525,290,55.2,7.1,3716,22,14,80.5,0,0,0,0,"85T",60,450,1988
"Jets",538,299,55.6,6.3,3374,20,11,78.4,0,0,0,0,"50T",42,291,1988
"Lions",477,213,44.7,5.4,2572,13,18,55.1,0,0,0,0,"56",52,410,1988
"Oilers",428,218,50.9,7.4,3166,21,18,74.2,0,0,0,0,"57T",24,210,1988
"Packers",582,319,54.8,6.2,3609,13,24,63.9,0,0,0,0,"56",51,324,1988
"Patriots",389,199,51.2,6,2333,12,28,50,0,0,0,0,"80T",23,160,1988
"Raiders",496,219,44.2,7.1,3503,21,20,65.6,0,0,0,0,"85T",46,394,1988
"Rams",522,312,59.8,7.7,4002,31,18,89.3,0,0,0,0,"69T",28,197,1988
"Redskins",592,327,55.2,7.3,4339,33,25,79.6,0,0,0,0,"60T",24,203,1988
"Saints",498,286,57.4,6.5,3256,21,16,77.9,0,0,0,0,"40T",24,171,1988
"Seahawks",437,245,56.1,6.8,2979,22,20,74.9,0,0,0,0,"75T",29,223,1988
"Steelers",489,226,46.2,6.8,3307,15,20,62,0,0,0,0,"89T",42,331,1988
"Vikings",520,294,56.5,7.9,4100,20,18,80.4,0,0,0,0,"68T",47,311,1988
"49ers",483,339,70.2,9.5,4584,35,11,114.8,0,0,0,0,"95T",45,282,1989
"Bears",484,267,55.2,6.7,3262,21,25,69.1,0,0,0,0,"79T",28,174,1989
"Bengals",513,288,56.1,7.7,3950,32,13,91.2,0,0,0,0,"74T",41,332,1989
"Bills",478,281,58.8,8,3831,32,20,89.3,0,0,0,0,"78T",35,242,1989
"Broncos",474,256,54,7.1,3352,21,20,73.7,0,0,0,0,"69",43,351,1989
"Browns",529,309,58.4,6.9,3625,20,15,80.1,0,0,0,0,"97T",34,192,1989
"Buccaneers",570,302,53,6.4,3666,23,28,66,0,0,0,0,"78T",43,331,1989
"Cardinals",523,279,53.3,7,3659,17,30,62.6,0,0,0,0,"77T",56,379,1989
"Chargers",515,270,52.4,6.4,3291,15,19,66.7,0,0,0,0,"69T",39,254,1989
"Chiefs",435,259,59.5,7.4,3220,14,23,71.2,0,0,0,0,"50",23,182,1989
"Colts",493,253,51.3,6.4,3134,18,17,69.1,0,0,0,0,"82T",28,174,1989
"Cowboys",513,266,51.9,6.1,3124,14,27,57.8,0,0,0,0,"75T",30,239,1989
"Dolphins",601,331,55.1,7.2,4302,26,25,74.9,0,0,0,0,"78T",10,86,1989
"Eagles",538,294,54.6,6.4,3455,23,16,76.2,0,0,0,0,"66T",45,343,1989
"Falcons",578,312,54,6.8,3903,17,12,76.4,0,0,0,0,"72T",51,389,1989
"Giants",444,248,55.9,7.6,3355,17,16,77.9,0,0,0,0,"62T",46,281,1989
"Jets",570,338,59.3,6.8,3892,14,24,70.6,0,0,0,0,"63T",62,477,1989
"Lions",450,229,50.9,7.3,3282,11,24,60.8,0,0,0,0,"75T",57,343,1989
"Oilers",496,295,59.5,7.6,3786,23,16,85.5,0,0,0,0,"55",37,287,1989
"Packers",600,354,59,7.2,4325,27,20,82.4,0,0,0,0,"79T",48,277,1989
"Patriots",610,302,49.5,6.5,3972,17,27,61.3,0,0,0,0,"65T",34,265,1989
"Raiders",414,201,48.6,7.9,3277,21,22,70.3,0,0,0,0,"84T",44,326,1989
"Rams",523,308,58.9,8.4,4369,29,18,90.1,0,0,0,0,"78T",32,236,1989
"Redskins",581,337,58,7.7,4476,24,17,84.1,0,0,0,0,"80T",21,127,1989
"Saints",461,284,61.6,7.9,3651,23,19,85.9,0,0,0,0,"54T",36,271,1989
"Seahawks",559,316,56.5,6.4,3583,21,23,71.3,0,0,0,0,"60T",46,379,1989
"Steelers",404,210,52,6.6,2662,10,13,67.7,0,0,0,0,"79T",51,484,1989
"Vikings",499,272,54.5,6.9,3468,17,19,72,0,0,0,0,"50",40,279,1989
"49ers",583,360,61.7,7.5,4371,28,16,89.4,0,0,0,0,"78T",37,194,1990
"Bears",430,229,53.3,6.6,2827,14,12,73.1,0,0,0,0,"80T",43,283,1990
"Bengals",425,237,55.8,7.4,3152,25,23,76.5,0,0,0,0,"53",34,209,1990
"Bills",425,263,61.9,8,3404,28,11,98.2,0,0,0,0,"71",27,208,1990
"Broncos",527,305,57.9,7,3671,15,18,74.6,0,0,0,0,"66",46,330,1990
"Browns",573,301,52.5,5.9,3407,13,23,61.5,0,0,0,0,"50",42,260,1990
"Buccaneers",448,245,54.7,7.3,3282,18,24,69.3,0,0,0,0,"89T",53,433,1990
